journal,title,author,year,volume,issue,doi,abstract
Archival Science,Archival science and changes in the paradigm,Ribeiro F.,2001,1,3,10.1007/BF02437693,"The dominant paradigm in Archival Science, the historical-technicist paradigm, has its origins with the French Revolution and raised from the social, economic, political, ideological and cultural changes that occur during the 19th and 20th centuries. During this last one and due specially to the technological revolution Archival Science reinforced its technical component and became autonomous in face of History, but the consolidation of the model, based on a custodial, technicist and documentalist perspective, is associated to a knowledge essentially empirical. By effect of the new conditions generated by Information Society, the dominant paradigm entered into a crisis and developed inside itself the factors which, unavoidably, will produce the paradigm shift. The new paradigm - the scientific-informational paradigm - conceives Archival Science as an applied discipline into the scope of Information Science and defines unequivocally its object of study - the archive, understood as an information system - and its scientific method of research. The method tends to find consolidation through quadripolar research dynamics, which is operated and continuously repeated within the field of knowledge itself, which implies a permanent interaction on four poles - epistemological, theoretical, technical and morphological. © 2001 Kluwer Academic Publishers."
Archival Science,Archival science facing the information society,Delmas B.,2001,1,1,10.1007/BF02435637,"It is only a few decades ago that archivists befan to redefine their discipline in terms of a science. 1 This redefinition of archives and records management was the consequence of a growing need for an adequate expression referring to a comprehensive new body of knowledge on records and archives. Consensus on how to adequately define archival science has not been achieved yet, however. As information society evolves, records and archives are changing in nature and status. It is an emerging discipline that has to be defined, which is still bears the impress of the mindset and practices of the industrial society. Bruno Delmas shows the archivist some clues to find a way out of this ambiguity and keep communicating human heritage to unknown generations. © 2001 Kluwer Academic Publishers."
Archival Science,"From explorers to evangelists: Archivists, recordkeeping, and remembering in the Pacific Islands",Wareham E.,2002,2,3-4,10.1007/BF02435621,"With a central focus on the cultural contexts of Pacific island societies, this essay examines the entanglement of colonial power relations in local recordkeeping practices. These cultural contexts include the on-going exchange between oral and literate cultures, the aftermath of colonial disempowerment and reassertion of indigenous rights and identities, the difficulty of maintaining full archival systems in isolated, resource-poor ""micro-states,"" and the driving influence of development theory. The essay opens with a discussion of concepts of exploration and evangelism in cross-cultural analysis as metaphors for archival endeavour. It then explores the cultural exchanges between oral memory and written records, orality, and literacy, as means of keeping evidence and remembering. After discussing the relation of records to processes of political and economic disempowerment, and the reclaiming of rights and identities, it returns to the patterns of archival development in the Pacific region to consider how archives can better integrate into their cultural and political contexts, with the aim of becoming more valued parts of their communities. © 2002 Kluwer Academic Publishers."
Archival Science,Cortes's notary: The symbolic power of records,O'Toole J.M.,2002,2,1-2,10.1007/BF02435630,"This article explores the relationship between records and various expressions of political and social power. Records are often made and used for explicit, instrumental purposes, designed to put into effect the plans and desires of those with the upper hand in certain relationships. They may also be used to enhance subtler forms of symbolic, emotional, and psychological power. Drawing on a selection of historical examples, the essay argues that record making itself can sometimes be as potent as any particular records resulting from that process. The essay concludes with some speculations on how these powers inherent in records may be changing in the context of current technological developments. © 2002 Kluwer Academic Publishers."
Archival Science,Colonial archives and the arts of governance,Stoler A.L.,2002,2,1-2,10.1007/BF02435632,"Anthropologists engaged in post-colonial studies are increasingly adopting an historical perspective and using archives. Yet their archival activity tends to remain more an extractive than an ethnographic one. Documents are thus still invoked piecemeal to confirm the colonial invention of certain practices or to underscore cultural claims, silent. Yet such mining of the content of government commissions, reports, and other archival sources rarely pays attention to their peculiar placement and form. Scholars need to move from archive-as-source to archive-as-subject. This article, using document production in the Dutch East Indies as an illustration, argues that scholars should view archives not as sites of knowledge retrieval, but of knowledge production, as monuments of states as well as sites of state ethnography. This requires a sustained engagement with archives as cultural agents of ""fact"" production, of taxonomies in the making, and of state authority. What constitutes the archive, what form it takes, and what systems of classification and epistemology signal at specific times are (and reflect) critical features of colonial politics and state power. The archive was the supreme technology of the late nineteenth-century imperial state, a repository of codified beliefs that clustered (and bore witness to) connections between secrecy, the law, and power. © 2002 Kluwer Academic Publishers."
Archival Science,Stories and names: Archival description as narrating records and constructing meanings,Duff W.M.,2002,2,3-4,10.1007/BF02435625,"The authors of this essay, coming from very different traditions and modes of archival discourse, explore together archival description as a field of archival thinking and practice. Their shared conviction is that records are always in the process of being made, and that the stories of their making are parts of bigger stories understandable only in the ever-changing broader contexts of society. The exploration begins with an interrogation of the traditional and ever-valid questions of the what and the why of archival description. Thereafter they offer a deconstruction of these questions and of the answers commonly proffered. In these sections of the essay their concern is with descriptive architecture, the analysis covering a number of specific architectures and including only oblique references to descriptive standardization. The concluding section attempts to draw out the implications of their analysis for endeavours - irrespective of the architectures being used - to define, and to justify, descriptive standards. Their call is not to dispense with standardization, but rather to create space for a liberatory approach which engages creatively the many dangers of standardization. © 2002 Kluwer Academic Publishers."
Archival Science,"Archives, records, and power: The making of modern memory",Schwartz J.M.,2002,2,1-2,10.1007/BF02435628,"This article serves as the general introduction by the guest editors to the first of two thematic issues of Archival Science that will explore the theme, ""archives, records, and power."" Archives as institutions and records as documents are generally seen by academic and other users, and by society generally, as passive resources to be exploited for various historical and cultural purposes. Historians since the mid-nineteenth century, in pursuing the new scientific history, needed an archive that was a neutral repositories of facts. Until very recently, archivists obliged by extolling their own professional myth of impartiality, neutrality, and objectivity. Yet archives are established by the powerful to protect or enhance their position in society. Through archives, the past is controlled. Certain stories are privileged and others marginalized. And archivists are an integral part of this story-telling. In the design of record-keeping systems, in the appraisal and selection of a tiny fragment of all possible records to enter the archive, in approaches to subsequent and ever-changing description and preservation of the archive, and in its patterns of communication and use, archivists continually reshape, reinterpret, and reinvent the archive. This represents enormous power over memory and identity, over the fundamental ways in which society seeks evidence of what its core values are and have been, where it has come from, and where it is going. Archives, then, are not passive storehouses of old stuff, but active sites where social power is negotiated, contested, confirmed. The power of archives, records, and archivists should no longer remain naturalized or denied, but opened to vital debate and transparent accountability. © 2002 Kluwer Academic Publishers."
Archival Science,"'Many paths to partial truths': Archives, anthropology, and the power of representation",Kaplan E.,2002,2,3-4,10.1007/BF02435622,"This essay compares thinking about anthropology and archives, in light of recent postmodern analysis. While many in the social sciences and humanities have been considering issues of representation, objectivity, and power, archival thinking has remained largely isolated from this broader intellectual landscape, and archival practice has remained curiously bound up in modes of thought and practice distinctly rooted in nineteenth-century positivism. Archivists have even resisted the efforts of those within their own ranks to challenge this isolation and re-situate the premises of archival identity in this newer and larger intellectual context. This essay suggests that archivists can draw meaningful comparisons by reading outside their field in disciplines, such as anthropology, with which archives shares key features, such as concern with issues of representation, description, and culture. In this essay, select anthropological writings throughout the last century are examined against a backdrop of trends in archival thinking, contrasting the tumultuous epistemological debate within anthropology with the relative calm in the archival profession. This contrast is strikingly embodied by the coincidence of the publication, in 1922, and both in London, of leading theorists from both fields: Bronislaw Malinowski and Hilary Jenkinson. The essay suggests that, in order to remain relevant and conversant with their partners and stakeholders, archivists must take the matter of their isolation seriously, exercise more comparative self-reflection, and devise practical ways to do archival work without the positivist blinders of the past. © 2002 Kluwer Academic Publishers."
Archival Science,"The archival sliver: Power, memory, and archives in South Africa",Harris V.,2002,2,1-2,10.1007/BF02435631,"Far from being a simple reflection of reality, archives are constructed windows into personal and collective processes. They at once express and are instruments of prevailing relations of power. Verne Harris makes these arguments through an account of archives and archivists in the context of South Africa's transition from apartheid to democracy. The account is deliberately shaped around three themes - race, power, and public records. While he concedes that the constructedness of memory and the dimension of power are most obvious in the extreme circumstances of oppression and rapid transition to democracy, he argues that these are realities informing archives in all circumstances. He makes an appeal to archivists to enchant their work by engaging these realities and by turning always towards the call of and for justice. © 2002 Kluwer Academic Publishers."
Archival Science,The end of collecting: Towards a new purpose for archival appraisal,Cox R.J.,2002,2,3-4,10.1007/BF02435626,"In this essay, the author ruminates on the relationship between collecting and archival appraisal. He argues that collecting does not necessarily equal appraisal, although society and even archivists value it as an important function. The author stresses that the critical need is for archivists to have a clear perspective, whether highly theoretical or immensely practical, of what it is they hope to accomplish in appraising and that they need to document this process so that future researchers and archivists can understand what archival appraisal meant. As it is, archives might become more valued as important cultural symbols than for the records they actually hold. The notion of an ""end"" of collecting is in the sense that collecting is appraising, but appraising elevated to a professional function requiring more care, deliberate thought, and self-evaluation. © 2002 Kluwer Academic Publishers."
Archival Science,"Archives, memory, and interfaces with the past",Hedstrom M.,2002,2,1-2,10.1007/BF02435629,"Archival interfaces are critical nodes in archival systems where archivists negotiate and exercise power over the constitution and representation of archives. Drawing on notions of interfaces from physical, technological, and computer systems, archival interfaces are both a metaphor for archivists' roles as intermediaries between documentary evidence and its readers and a tangible set of structures and tools that place archival documents in a context and provide an interpretative framework. Interfaces in modern institutions and technological systems are neither natural nor neutral. In probing archival interfaces, what may appear as neutral and objective processes are revealed as places where archivists determine what constitutes legitimate evidence of the past and shape social memories. The emergence of computer interfaces as an increasingly common mode of user interaction with archives demands that archivists confront the interpretative nature of their work and exploit opportunities to place themselves visibly in the interfaces they construct. © 2002 Kluwer Academic Publishers."
Archival Science,"The architecture of archives: Whose form, what functions?",Koltun L.,2002,2,3-4,10.1007/BF02435624,"This article examines the claim that, through its overt symbolic messaging, the Gatineau Preservation Centre, opened by the National Archives of Canada in 1997, embodies a perfect transparency between function and form, with the shape of the place being derived seamlessly from the needs of the archival work done there, and the proof being in the exposure of all the elements to view. It reveals the undercurrents of contending oppositions to this claim, both in the subversive, Mannerist, or ""impure"" architectural eccentricities designed into the structure, and in the embodiment of archival narratives whose symbolism is challenged by unacknowledged resistances. While the building is clearly inspired by Modernist and Enlightenment orientations, such as the ambition to preserve unchanged a universal, transcendent historical authenticity, these diverse resistances buried in it are manifested, for example, in the contest of male versus female structural elements, and in the authority of the monumental and exposed set against the seduction of the varied and secret. Most importantly, the absorption of the body both metaphorically and physically into the many disciplines of the place unconsciously calls into question the building's self-image as the epitome of a liberal-humanist and objective-scientific activity; it reflects instead the destabilizing plays and displays of power which are increasingly seen to form the indeterminate field of the archival pursuit. © 2002 Kluwer Academic Publishers."
Archival Science,Afterglow: Conceptions of record and evidence in archival discourse,Brothman B.,2002,2,3-4,10.1007/BF02435627,"In the last ten years, influential voices within and on the periphery of the record keeping community have succeeded in establishing the preservation of ""evidence"" as the governing purpose of contemporary archival theory and methods development. Afterglow offers a critique of the concept of evidence in archival discourse. Its main contention is that one can put records into evidence; one cannot set out to put evidence into records. The argument rests on the following assertions: (1) current discussions of evidence rest on a blindness to certain contradictions embedded in claims that record keeping principally involves evidence keeping, or ""evidence management""; (2) a politics of temporality, under which an interplay of disciplinary knowledge claims and professional interest is discernible, helps to account for the contemporary rhetoric describing the relationship between ""record"" and ""evidence"", and (3) the late-twentieth century legal, political, and cultural climate, along with the technological environment, explain the increasing prominence of ""evidence"" in these knowledge claims and professional ambitions. The essay concludes with recommendations for addressing these issues. © 2002 Kluwer Academic Publishers."
Archival Science,"Archival temples, archival prisons: Modes of power and protection",Ketelaar E.,2002,2,3-4,10.1007/BF02435623,"Public and private organizations depend, for their disciplinary and surveillance power, on the creation and maintenance of records. Entire societies may be emprisoned in Foucauldian panopticism, a system of surveillance and power-knowledge, based on and practised by registration, filing, and records. Archives resemble temples as institutions of surveillance and power architecturally, but they also function as such, because the panoptical archive disciplines and controls through knowledge-power. Inside the archives, the rituals, surveillance, and discipline serve to maintain the power of the archives and the archivist. But the archives' power is (or should be) the citizen's power too. The violation of human rights is documented in the archives and the citizen who defends himself appeals to the archives. People value ""storage"" as a means to keep account of the present for the future. In order to be useable as instruments of empowerment and liberation, archives have to be secured as storage memory serving society's future functional memories. © 2002 Kluwer Academic Publishers."
Archival Science,What is recorded is never simply 'what happened': Record keeping in modern organizational culture,Trace C.B.,2002,2,1-2,10.1007/BF02435634,"Traditional premises in archival theory and practice hold that archival records are authentic as to procedure and impartial as to creation because they are created as a means for, and as a by-product of, action, and not for the sake of posterity. Such Positivist assumptions about the nature of records have come under sustained scrutiny in the archival literature over the past decade. The post-Positivist view of records embraces the record as a socially constructed and maintained entity. This paper situates itself within this new paradigm in an exploration of the beginning of the life of the record. It is therefore concerned with the creator (or recorder) and the social construction of the record. In expanding beyond a purely administrative- and juridical-based theory of records, this paper draws upon research from other disciplines, such as sociology, in order to place records and record keeping within a framework that allows for an understanding of their social nature. In particular, the goal is to determine the underlying social factors that directly influence and shape the creation and keeping of records and to begin to understand how these factors manifest themselves in the construction of the record. © 2002 Kluwer Academic Publishers."
Archival Science,"Archives, records, and power: From (postmodern) theory to (archival) performance",Cook T.,2002,2,3-4,10.1007/BF02435620,"This article is the continuation and conclusion of our introduction, as the guest editors, that appeared in the first of these two special issues of Archival Science, which together are devoted to the theme, ""Archives, Records, and Power."" It argues that, in performing their work, archivists follow a script that has been naturalized by the routine repetition of past practice. They act in ways that they anticipate their various audiences would desire. If archival practice is to be influenced by the postmodern ideas of the authors of the essays in these two volumes, then archivists must see that the script, stage, and audiences have changed. Theory and practice are not opposites, not even polarities, but integrated aspects of the archivist's professional role and responsibility. Transparency of process about the archivist's performance will facilitate this integration, stimulate the building of archival knowledge, and enable present and future generations to hold the profession accountable for its choices in exercising power over the making of modern memory. © 2002 Kluwer Academic Publishers."
Archival Science,Rethinking formal knowledge and its practices in the organization: The British Treasury's Registry between 1900 and 1950,Craig B.L.,2002,2,1-2,10.1007/bf02435633,"The organization of registries emerged in the First World War to become a persistent problem in the British Civil Service. Registry services and control of information and records were the key issues. The Treasury's re-organizations beginning in 1919 and continuing into the 1960s, and subsequent changes in its registry in 1920, 1928, 1938, and 1944, highlight contemporary concerns for efficiency and better control over information and practices. Despite lip service to the importance of official knowledge in records, models were imperfectly implemented. By 1950, official records were only a small part of the Treasury's recorded communications and the ideal model of a central registry service was giving way to local applications in sub-registries serving functional communities. Registries were as much social practices as they were rule-guided systems for information artefacts. © 2002 Kluwer Academic Publishers."
Archival Science,An archival system with old traditions in a time of change,Menne-Haritz A.,2003,3,4,10.1007/s10502-005-2406-1,
Archival Science,"Archival science in Germany - Traditions, developments and perspectives",Bruebach N.,2003,3,4,10.1007/s10502-004-3420-4,
Archival Science,The development in Germany of archival processing - The vertical and horizontal appraisal,Treffeisen J.,2003,3,4,10.1007/s10502-004-2273-1,"Based on a discussion about appraisal which has been going on for over a 100 years, the so-called vertical and horizontal appraisal have been developed and tested since the middle of the 1990s. During this process the tasks, functions and competences of the agencies, which are to be appraised were analysed. The appraisal of the content itself is undertaken only when multiple archival processing has been eliminated by this method and the most significant records identified. Actual tasks and functions of single administrative branches of different institutions (federal government, states, counties, and municipalities) are appraised, apart from already closed records. In this way, agencies creating archives and records today receive written decisions on the appraisal of records, which will be offered to the archives in future. Archivists of different institutions are involved in this appraisal procedure. The experience gained here has continually developed the techniques of vertical and horizontal appraisal. This appraisal procedure is being further developed in a constant balance between theory and practice. © Springer 2005."
Archival Science,Transfer and access - The core elements of the German archives acts,Schäfer U.,2003,3,4,10.1007/s10502-004-2272-2,The German archival law is established by the archives acts of the Federal Republic of Germany and the 16 federal states. The core elements of the German archives acts are the transfer of records from public authorities to public archives and the access to records transferred to public archives. © Springer 2005.
Archival Science,Trends in the creation and appraisal of government records in Germany,Kluttig T.,2003,3,4,10.1007/s10502-005-4371-0,"While archivists in western and eastern Germany may have different traditions, they face the same challenges presented by the use of information technology in government offices in recent years. Documentation strategies and goals in advising agencies must be developed in consideration of current professional debate and limited resources. The following article presents tendencies in governmental records management, advising strategies of archives, and schemes for broad-scale appraisal based on observations at the level of the governments of the German Länder and includes case studies from Saxony. © Springer 2005."
Archival Science,"Action, transaction, and vorgang: Gaining new insights from an old practice",Miller T.,2003,3,4,10.1007/s10502-004-0042-9,
Archival Science,A new outlook for German archives since the reunification in 1990,Weber H.,2003,3,4,10.1007/s10502-004-3021-2,
Archival Science,"Monk, Knight or Artist? the archivist as a straddler of a paradigm",Lövblad H.,2003,3,2,10.1023/B:ARCS.0000035445.75294.23,"The contextual approach gives the impressionthat we are moving into the 21st century withthree competing scientific traditions ofinterpretation. Another understanding is thesystemic view, which indicates a paradigm withcomplementing traditions of interpretation,depending on ontological level. The paradigm ofarchival science is, like that of many othersciences, influenced by positivism, systemstheory and hermeneutics. The relevance of theparadigm depends on personal beliefs. Thehermeneutic understanding of archival scienceemphasizes the context and deconstructs centralconcepts. Hermeneutics emphasizes the influenceof conceptual changes and technologicaladvances on perception. Hermeneutics stressesthe need for a socio-cultural and historicalorientation of archival science. Thepositivistic tradition is coloured by the mythsabout an ideal science. This is reflectedfirstly in the analogy comparing archives withnature, and secondly in the deductive method.Positivism is instrumental in its demands fordistinct definitions of concepts and itsinsistence on the record as the basis ofarchival science. The flexibility of systemstheory highlights the complex relations betweencontext and record. Systems theory can, at itsbest, serve as a meeting-place for researchers,archivists and users and accordingly form thebasis for new knowledge and theory formation.Systems theory enables amaterialistic/dialectic epistemology based inreality and inspired by other relevantsciences. The result may be the foundation of asystemic-functionalist archival science withactivities, records creation and evidentialvalues in focus. © 2004 Kluwer Academic Publishers."
Archival Science,"Trust this document! ICTs, authentic records and accountability",Meijer A.J.,2003,3,3,10.1007/s10502-004-1287-z,"Accountability forums need authentic digital records to reconstruct actions and decisions of government organizations and officials. In this paper, case studies are used to explore the relations between ICTs, authentic records and accountability. The empirical research indicates that whether accountability forums perceive (digital) records to be authentic does not just depend on technological and organizational safeguards but also on institutional safeguards. Norms, values and cognitive scripts regarding recordkeeping in public organizations create safeguards for the preservation of authentic digital records. For the design of recordkeeping systems this means that organizations should create integral arrangements of technological, organizational and institutional safeguards. © Springer 2005."
Archival Science,Information seeking in pre-trial investigation with particular reference to records management,Kostiainen E.,2003,3,2,10.1023/B:ARCS.0000035446.02149.d6,"Information seeking is part ofinformation science, and its aim is to studyhow people seek and use information in theirwork, for what purpose the information issought, how this information influences theeffectiveness of the work and what barrierspeople perceive in their search for, and useof, necessary information. This study examinesinformation seeking in pre-trial policeinvestigation. There has been no previousattempt to examine information seeking inpre-trial police investigation, of the earlierstudies in information seeking only thoseconcerning lawyers represent a somewhat similarfield. In both fields the work is subject toconfidentiality, which is strictly regulated bylaw. This study was carried out partly incooperation with another study, which examinesdocumentation in pre-trial investigation.During the research project it became obviousthat information seeking with its differentcomponents is something also to be taken intoaccount in documentation and recordsmanagement. © 2004 Kluwer Academic Publishers."
Archival Science,Emerging themes in Finnish archival science and records management education,Huotari M.,2003,3,2,10.1023/B:ARCS.0000035444.08055.84,"The paper focuses on the convergence of Finnishresearch and education in archival science withinformation science in general and in recordsmanagement with information management inparticular. Two issues influencing thisdevelopment are: the convergence ofprofessionals previously worked in the archivaland library sectors and in informationmanagement and services; and the wide-spread,extensive growth in the use of digitaltechnology to manage internal and externalorganizational information. At the level ofsociety the opportunities provided by digitaltechnology to manage heritage information inmemory organizations like archives,libraries and museums, are tremendous and therole of documentary heritage at the global,European and national levels is wellrecognized. These developments are changing the information and operating environments ofmemory organizations and public and privateenterprises. These changes, in turn, aregenerating new requirements in archival scienceand records management education and research.This paper focuses on the implications of thesechanges for the planning, implementation andfurther development of an information studiescurriculum. This curriculum development isconsidered crucial in order to respond to thenew demands, and is also implicitly linked tothe emerging Finnish information society. © 2004 Kluwer Academic Publishers."
Archival Science,Postmodernistic archival science - Rethinking the methodology of a science,Fredriksson B.,2003,3,2,10.1023/B:ARCS.0000035447.05514.e5,"In recent volumes of Archival Science writers have pointedout a postmodernistic approach as fruitful for research inarchival science. This means that archival research should take full consideration of the societal context in which archives are produced and used. In this article the author pleads for the need to develop scientific methods in archival science as a whole from this postmodernistic approach. So far the debate on archival science has not taken appropriate consideration of the development of scientific methods of our science. In order to establish the necessary basis for an analysis of the scientific methods of the discipline it is necessary to specify the different areas and subareas of archival science. In this analysis it is vital to be precise about the kind of methods that are applicable to each area. The article suggests a general structure of the science into empirical archival science(Society and archives, archival law, the profession of archivists, the use of archives, evaluation of theimplementation of new methods) and normativearchival science (archivaltheory, records creation, appraisal, arrangement and description, preservation and access to archival documents). The article focuses on one particular area of societalarchival science: a case study of the archival system ofthe Swedish foreign service: the sum of the activitiesof the records creator analysed from his societal context,the contents of the archival documents, the archival function,that is to say its organisational position and the compositionof the staff - their education and the hierarchical structureinside the archival function and finally the access to thearchives both by the records creator himself and by thepublic. It is fruitful to analyse foreign services asa discursive field in the discourse of western European archival tradition. The main result of the investigation is that foreign services are very much alike in different countries but quite apart from the rest ofthe archival society in each country. © 2004 Kluwer Academic Publishers."
Archival Science,The turning point in 1985. The history of appraisal and disposal of records in Iceland,Kristinsdóttir K.,2003,3,2,10.1023/B:ARCS.0000035448.79483.95,"The article sets off with a brief summary ofthe history of appraisal and disposal ofrecords as processed at the National Archivesof Iceland (NAI) since its establishment in1882 to present times. Rules on appraisal anddisposal of records introduced in 1900, 1911,and 1916 were ignored and all records werekept. Status quo remained until 1985 when anew National Archives Act was passed. Theappraisal and disposal process adopted then isdescribed and explained. It included thepublication of instructions on recordsmanagement as well as forms relating to recordsmanagement. The influence of acts of law onthe appraisal and disposal process isexplained. Finally the experience with the arrangement of organisedappraisal in Iceland is described. © Kluwer Academic Publishers 2004."
Archival Science,A Nordic archival tradition,Norberg E.,2003,3,2,10.1023/B:ARCS.0000035450.88206.bb,"This paper reviews the historical roots of theDanish-Norwegian and the Swedish-Finnish archivaltraditions, which form a basis for the cooperationbetween the archives in the Nordic countries. © 2004 Kluwer Academic Publishers."
