journal,title,author,year,volume,issue,doi,abstract
American Archivist,Analysis of remote reference correspondence at a large academic manuscripts collection,Martin K.E.,2001,64,1,10.17723/aarc.64.1.g224234uv117734p,"This paper analyzes 595 letter, phone, facsimile, and e-mail correspondence units sent to the Southern Historical Collection and General and Literary Manuscripts (SHC) at the University of North Carolina at Chapel Hill in 1995 and 1999, to observe the effects of providing online holdings information and the increased use of e-mail in reference correspondence. From 1995 to 1999, e-mail became the preferred method of inquiry, more questions came from casual users researching for personal reasons, more users took advantage of online holdings information to shape their reference questions, and the proportion of remote users visiting in person decreased. The paper concludes by suggesting ways for archivists to prepare for new influxes of remote researchers and methods to improve remote reference services."
American Archivist,"Politics in the (Russian) archives: The ""objectivity question,"" trust, and the limitations of law",Rosenberg W.G.,2001,64,1,10.17723/aarc.64.1.9454828761277787,"Laws and archival regulations that assure open access to essential records and guarantee their preservation are essential to the ability of a free society to understand itself and assure freedom in the future. They represent a set of standards against which the administration of particular archives can be measured. The relationship of formal laws and regulations to actual archival practices is still a limited one, however. Because of this limited relationship, archivists and the scholars who use archival collections are involved in political contests with state authorities over who controls the information in an archives. The history of the archives of the U.S.S.R. and the states of the former Soviet Union exemplifies these conflicts and the necessity of adhering to professional ethical standards in the absence of legal regulation."
American Archivist,Voices from Vietnam: Building a collection from a controversial war,Stevens M.,2001,64,1,10.17723/aarc.64.1.13j34730404304n8,"The Voices from Vietnam Project at the State Historical Society of Wisconsin resulted in the creation of a substantial body of Vietnam War-era materials. The society acquired 137 collections from the state's Vietnam veterans as a result of a book publishing project. The article discusses obstacles in acquiring Vietnam War collections and ways of overcoming them. Issues include the relationships between donors and staff, the emotional value of the originals, and the importance of the media in project promotion. By providing potential donors with tangible evidence of how researchers use archival materials, the book project demonstrated to donors that their own writings were a part of history."
American Archivist,The usability of on-line archival resources: The polaris project finding aid,Altman B.,2001,64,1,10.17723/aarc.64.1.80300272655rqu74,"This case study examines how the Florida State University Libraries' Claude Pepper Library planned the first phase of the Pepper OnLine Archival Retrieval and Information System (POLARIS) Project-the development of an on-line finding aid and search engine-to provide electronic access to its unique resources. It also demonstrates how the project staff studied the research usability of the Pepper Collection finding aid in the on-line environment. The identification of potential users, creation of a focus group based on a sampling of these users, and the compilation and analysis of focus group responses were important factors in planning the first phase, evaluating usability of the finding aid, and influencing the changes that the POLARIS Project team made."
American Archivist,Ten challenges for the archival profession,Hickerson H.T.,2001,64,1,10.17723/aarc.64.1.0rg6525nu1437v31,"The archival profession faces daunting challenges at the beginning of the twenty-first century. Ten of the most pressing challenges facing archivists are identified and described. They include: managing electronic documents, devoting more resources to non-textual materials, recognizing that records are global, devising new methods for description and access, expanding access and collection development priorities, generating more research on the archival aspects of information management, strengthening the Society of American Archivists, expanding the resources of the archival enterprise, and maintaining the profession's role as trusted guarantors of society's interests."
American Archivist,Finding finding aids on the world wide web,Tibbo H.,2001,64,1,10.17723/aarc.64.1.r655355304263464,"This study explored how well six popular Web search engines performed in retrieving specific electronic finding aids mounted on the World Wide Web. A random sample of on-line finding aids was selected and then searched using AltaVista, Excite, Fast Search, Google, Hotbot, and Northern Light, employing both word- and phrase-searching. As of February 2000, approximately 8 percent of repositories listed at the ""Repositories of Primary Resources"" web site had mounted at least four full finding aids on the Web. The most striking finding of this study was the importance of using phrase searches whenever possible, rather than word searches. Also of significance was the fact that if a finding aid were to be found using any search engine, it was generally found in the first ten or twenty items at most. The study identifies the best performers among the six chosen search engines. Combinations of search engines often produced much better results than did the search engines individually, evidence that there may be little overlap among the top hits provided by individual engines."
American Archivist,The EAD cookbook: A survey and usability study,Prom C.,2002,65,2,10.17723/aarc.65.2.b3783jr052731588,"While EAD has been warmly embraced by larger archives and libraries, smaller institutions have hesitated to implement the standard. The EAD Cookbook was developed to encourage such acceptance. But does it provide an adequate tool to meet the archival profession's descriptive needs? This paper addresses the question by reporting the results of a survey of Cookbook users, reviewing literature related to the usability of archival on-line resources, and evaluating the usability and retrievability of EAD finding aids created by institutions responding to the survey. It includes specific usability recommendations and concludes with a recommended approach for further work to simplify EAD encoding and improve display."
American Archivist,Colophons and annotations: New directions for the finding aid,Light M.,2002,65,2,10.17723/aarc.65.2.l3h27j5x8716586q,The authors argue that finding aids present only singular perspectives of the collections they describe and fail to represent the impact of archivists' work on records and subsequentreinterpretations of collections by archivists and researchers. The authors place these criticisms within the burgeoning postmodern discourse in archival studies and make two concrete suggestions for finding aids that would allow practicing archivists to acknowledge the inherent subjectivity of archival work and to incorporate multiple perspectives into the description of records.
American Archivist,"Revisiting Mary Jane, or, dear cat: Being archival in the 21st century",Hensen S.,2002,65,2,10.17723/aarc.65.2.104w10327012l021,
American Archivist,Testing our truths: Delineating the parameters of the authentic archival electronic record,Gilliland-Swetland A.J.,2002,65,2,10.17723/aarc.65.2.f036wp74710g1483,"Based on the work of the first phase of the International Research on Permanent Authentic Electronic Record Project (InterPARES 1), this paper argues that emerging considerations specific to electronic records necessitate that the archival community delineate mechanisms for establishing, maintaining, and certifying the authenticity of preserved and reference copies of electronic records. The paper reviews how the InterPARES 1 Project identified such mechanisms through the conduct of a series of case studies of electronic information and record-keeping systems. The paper places a discussion of the case study data collection, analysis, and outcomes in the context of the quest and rationale for effective methods and a research design that would allow InterPARES researchers to discern the parameters of the electronic record and what supports a presumption of its authenticity."
American Archivist,Toward common content: An analysis of online college and university collecting policies,Marshall J.,2002,65,2,10.17723/aarc.65.2.d14g7x2615270j61,"Collecting policies have been advocated as tools to help archivists build stronger collections. The model proposed by Faye Phillips in 1984 is the most detailed framework for collecting policies in the archival literature. This paper presents the results of a pilot study of the collecting policies of college and university archives available online to investigate whether a consensus has been reached about the content of these documents. Future studies of this kind for other types of archives could facilitate the identification, refinement, and dissemination of professional best practice and standards for collecting policies."
American Archivist,A comparison of Jenkinson and schellenberg on appraisal,Tschan R.,2002,65,2,10.17723/aarc.65.2.920w65g3217706l1,"Sir Hilary Jenkinson and Theodore R. Schellenberg, the two leading archival theorists in the English-speaking world in the twentieth century, held strikingly different opinions on the subject of the appraisal of archival records. This paper examines their views on the nature of archival records, the reasons for their retention, and the role of the archivist in the appraisal process. It then traces the evolution of their ideas through the subsequent archival discourse on appraisal in order to identify their continued relevance and lasting contributions, particularly in light of the current debates surrounding the management of electronic records."
American Archivist,Seeing archives: Postmodernism and the changing intellectual place of archives,Nesmith T.,2002,65,1,10.17723/aarc.65.1.rr48450509r0712u,"Archivists have begun to outline the general application of a postmodern perspective to archival work. Postmodernists emphasize the idea that there is no way to avoid or neutralize the limits of the mediating influences that shape our understandings of our worlds. This postmodern outlook suggests an important new intellectual place for archives in the formation of records, knowledge, culture, and societies. This article aims to contribute more fully to an understanding of how the postmodern view of communication and language throws light on the role of archivists in mediating, and thus shaping, the knowledge available in archives. It concludes with the suggestion that this understanding of the role archivists play will be pivotal in archiving the computerized record."
American Archivist,The power of meaning: The archival mission in the postmodern age,Greene M.A.,2002,65,1,10.17723/aarc.65.1.l914668v881wv19n,"Some archivists at the forefront of writing about the complexities of electronic materials have challenged the traditional U.S. definitions of ""records,"" ""archives,"" and ""archivists."" Where once those terms were broad enough to encompass virtually all forms of documentary material, these writers, exemplified by Richard Cox and Luciana Duranti, have urged on our profession a narrower conception of records and archives. This challenge threatens to undermine the important socio-cultural meaning of archives and archival material. It is vital that archivists reclaim and reaffirm a broad conception of their professional purpose and an equally broad definition of what constitutes archival material. To do otherwise is to accept a truncated and sterile vision of our profession."
American Archivist,Reimagining archives: Two tales for the information age,Stout L.J.,2002,65,1,10.17723/aarc.65.1.p8hvq6j306036285,
American Archivist,"""Though this be madness, yet there is method in 't"": Assessing the value of faculty papers and defining a collecting policy",Hyry T.,2002,65,1,10.17723/aarc.65.1.c01107u676225hq3,"This article describes a project undertaken in Manuscripts and Archives in the Yale University Library to develop a rational approach for the selection and appraisal of collections of faculty papers. The project developed a policy for identifying collections to actively pursue and for evaluating collections offered. To develop the policy, the authors adapted the Minnesota Method, an appraisal methodology developed by the Minnesota Historical Society to appraise business records. The article serves as a case study of the application of the Minnesota Method to a collecting repository within an academic setting."
American Archivist,Preservation strategies for electronic records: Where we are now - Obliquity and squint?,Cloonan M.,2002,65,1,10.17723/aarc.65.1.ak0537t86l2715wv,"This article reports on a survey of the activities of thirteen institutions and projects in the United States and abroad that employ or are exploring strategies to preserve authentic electronic records. These strategies include preservation techniques (e.g., refreshing, migration, emulation); selection for preservation; staffing configurations; cost modeling; access to preserved records; and policymaking. Particular attention is paid to three broad areas: the evolution of the definition of ""preservation,"" the role of costing in preserving electronic records, and the gap in policy development in which to situate and strategize the present and future preservation of electronic records. By documenting the variety of approaches that are being taken, the authors seek not only to shed light on current practices, but also to offer informed consideration on where preservation might be headed."
American Archivist,Archival literature - Old and new,Eppard P.,2003,66,2,,
American Archivist,Off the wall and into a drawer: Managing a research collection of political posters,Tschabrun S.,2003,66,2,10.17723/aarc.66.2.x482536031441177,"Scholars exploit an ever-expanding corpus of evidence in their research, including materials that have fallen traditionally outside the purview of most repositories' collecting policies. This article examines political posters as an example of this useful but undercollected class of materials, from the vantage point of their research value and the challenges they pose to institutions that collect them. Such challenges include the nontraditional production and distribution modes that make acquisition of political posters difficult; the lack of consensus on cataloging methods; the preservation problems arising from the political poster's function to communicate quickly but ephemerally in public spaces; and the technical and copy-right issues associated with digitization. Solutions are proposed in each of these areas in an effort to identify best practices and enable institutions to assist scholars with adequate collections to meet the needs of evolving research agendas."
American Archivist,New respect for the old order: The context of the Dutch manual,Horsman P.,2003,66,2,10.17723/aarc.66.2.452235k813568872,
American Archivist,Frost on the walls in winter: Russian and Ukrainian archives since the great dislocation (1991-1999),Bolotenko G.,2003,66,2,10.17723/aarc.66.2.k18214576457n221,"Much has been written on Russian and Ukrainian archives since the collapse of the Soviet Union. Most writings on this subject key on legislative and structural issues, the more formal aspects of the transformation of Russia and Ukraine into more open, democratic polities. This paper concentrates on the blood-and-bones reality of the effects of this transformation on the everyday life of archivists and their managers and administrators at various levels. This new ""Time of Troubles"" imposed heavy personal burdens on all who work in the archival service, and it posed extraordinary professional challenges. During the 1990s, archival directors and archivists in Russia and Ukraine faced a decade of extreme privation and trial, but they responded with a stoic heroism."
American Archivist,Archives or assets?,Hirtle P.,2003,66,2,10.17723/aarc.66.2.h0mn427675783n5l,
American Archivist,Where is the list with all the names? Information-seeking behavior of genealogists,Duff W.,2003,66,1,10.17723/aarc.66.1.l375uj047224737n,"Until the 1990s, archivists gave very little attention to studying their user population. None of the user studies that have been conducted in the last decade have focused solely on genealogists, one of the most frequent users of archives. This paper gives the results of a study involving in-depth interviews with ten genealogists. The findings provide information on the stages of genealogical research, how genealogists search for information, the access tools they use, the knowledge required, and the barriers they face. The findings of this study can be used to improve the design of archival information systems that will facilitate access for this important group of users."
American Archivist,Oral history in the archives: Its documentary role in the twenty-first century,Swain E.D.,2003,66,1,10.17723/aarc.66.1.9284q6r604858h40,"While many archivists and librarians have celebrated oral history's documentary potential, others have questioned its reliance on faulty and subjective memory. The role of archivists as curator of collections or creator of records, an issue that has arisen anew in recent years, is central to this oral history debate. Drawing on fifty years of archival, library, and oral history scholarship, this article examines how the introduction of oral history in archives and libraries has challenged and informed archival theory and practice in the United States. The article argues that oral history's contribution and impact in the twenty-first century will depend on archivists' and librarians' ability and willingness to work together, in collaboration with other disciplines, to document and provide access to our oral heritage in the digital age."
American Archivist,Primarily history in America: How U.S. historians search for primary materials at the dawn of the digital age,Tibbo H.,2003,66,1,10.17723/aarc.66.1.b120370l1g718n74,"The Primarily History project is the first international, comparative study to examine historians' information-seeking behaviors since the advent of the World Wide Web, electronic finding aids, digitized collections, and an increasingly pervasive networked scholarly environment. Funded by the Gladys Kriebel Delmas Foundation, Primarily History is a collaboration of the School of Information and Library Science at the University of North Carolina at Chapel Hill (UNC-CH) and the Humanities Advanced Technology and Information Institute (HATII) at the University of Glasgow, Scotland. This article reports on a survey that asked historians teaching American history at sixty-eight top-ranked institutions how they located primary resources for their research. Information-seeking behaviors identified range from traditional print approaches to use of on-line databases, Web searching, and virtual repository visits. Implications are drawn for archives and special collection repositories."
American Archivist,In a class by themselves: Faculty papers at research university archives and manuscript repositories,Laver T.Z.,2003,66,1,10.17723/aarc.66.1.b713206u71162k50,"Faculty papers are common in university archives and/or university manuscript collections, but little current literature exists about their acquisition, appraisal, administration, processing, and use. The survey reported herein examined the practices and policies on faculty papers employed by repositories in ARL-libraries and at formerly designated Research I universities. It reports criteria used to identify potential donors, how (and if) archivists pursue of faculty papers, formats of materials sought and retained, level of processing, and use by patrons and staff. More generally, it gauges practitioners' opinions toward what are often perceived to be large, yet underused collections."
American Archivist,Presidential materials: Politics and the presidential records act,Montgomery B.P.,2003,66,1,10.17723/aarc.66.1.8v8063806411716t,"President George W. Bush's Executive Order No. 13,233, issued on 1 November 2001, marked the latest attempt by the executive branch to circumvent or otherwise nullify the key provisions of the Presidential Records Act. Congress passed the Presidential Records Act in 1978 in the wake of the Watergate scandals to assure public ownership and control over presidential materials. Nonetheless, starting with the presidency of Ronald Reagan, who was the first president to be covered by the act, the executive branch has repeatedly attacked the statute through various regulatory schemes and overly broad claims of executive privilege. Indeed, with their historical reputations and legacies at stake, presidents have never fully accepted the concept of yielding control over their presidential materials. This article reviews the troubling history of the Presidential Records Act and the implications of the latest attempts to restrict access to presidential papers."
American Archivist,Perimeters with fences? Or thresholds with doors? Two views of a border,Craig B.,2003,66,1,10.17723/aarc.66.1.a6773715p68m2068,
American Archivist,AI: Archival intelligence and user expertise,Yakel E.,2003,66,1,10.17723/aarc.66.1.q022h85pn51n5800,"User studies in archives have long focused on researchers' satisfaction, behaviors, and use of primary sources. Yet, archivists have never defined what characteristics denote an expert user of archives. This article reports on a research study involving in-depth interviews with twenty-eight individuals. The analysis of these interviews led to the development of a model of researcher expertise that might be incorporated into archival user education to create information literacy for primary sources. The authors assert that there are three distinct forms of knowledge required to work effectively with primary sources: domain (subject) knowledge, artifactual literacy, and the authors' own concept of archival intelligence. Archival intelligence is a researcher's knowledge of archival principles, practices, and institutions, such as the reason underlying archival rules and procedures, the means for developing search strategies to explore research questions, and an understanding of the relationship between primary sources and their surrogates. This is separate from domain or subject knowledge and artifactual literacy, or the ability to interpret and analyze primary sources. Archival intelligence encompasses three dimensions: 1) knowledge of archival theory, practices, and procedures; 2) strategies for reducing uncertainty and ambiguity when unstructured problems and ill-defined solutions are the norm; 3) and intellective skills."
American Archivist,American archivist cover illustration,Mooney P.,2004,67,2,,
American Archivist,Letter to the editor,Greene M.,2004,67,2,,
American Archivist,Navigating ambiguous waters: Providing access to student records in the university archives,Chute T.,2004,67,2,10.17723/aarc.67.2.v418724687421m15,"Because privacy laws heavily restrict access to student records, archivists are forced to weigh the research potential of these documents against their availability. At the center of this issue is the Family Educational Rights and Privacy Act (FERPA), which protects individual student records from unauthorized third-party review. In 2003, the authors conducted a survey of one hundred Association of Research Libraries (ARL) Archives in the United States to gauge FERPA's impact on current archival appraisal and access policies for student records. Based on their survey findings, the authors suggest guidelines for instituting access policies that comply with FERPA and allow for the greatest possible access."
American Archivist,Privacy rights and the rights of political victims: Implications of the German experience,Danielson E.,2004,67,2,10.17723/aarc.67.2.1w06730777226771,"Three forces collide when security police files surface: the right to privacy, the right to state security, and the right to access information. In the case of the East German ""Stasi"" files, communists tried to destroy them, West German archivists and politicians tried to restrict them for decades, and dissidents tried to open access to them. A unique solution, pushed into law in 1990-91, has now stood the test of time. Fifteen years after the fall of the Berlin wall, the formula devised by Joachim Gauck is a tested model for balancing the conflicts between transparency, privacy, and security."
American Archivist,User interactions with electronic finding aids in a controlled setting,Prom C.J.,2004,67,2,10.17723/aarc.67.2.7317671548328620,"This article presents findings from a study conducted to measure and describe interactions with on-line archival finding aids. The study measured responses for participants interacting with four collection-level search systems and four individual finding aids. Both statistical and qualitative findings are provided and correlated to demographic data such as archival experience and self-reported computer expertise. The study provides insights into how users navigate archival descriptive information and how archivists and digital librarians might design interfaces that facilitate efficient search strategies. Experienced archival users and novices utilize different methods of searching for archival information. Interface elements such as alphabetical lists, page-top tables of contents, and single-page search options enabled both expert and novice users to conduct more efficient searches than did alternate designs."
American Archivist,"Council meeting minutes february 7-8, 2004 - Arlington, Virginia",Beaumont N.,2004,67,2,,
American Archivist,"Council meeting minutes June 5-6, 2004 - Chicago",Beaumont N.,2004,67,2,,
American Archivist,Back to the future: Ernst posner's archives in the ancient world,O'Toole J.M.,2004,67,2,10.17723/aarc.67.2.h124276213041315,
American Archivist,"The Archivist as Detective; Or, the Case of Ledyard v. William Morgan",Stark B.,2004,67,2,10.17723/aarc.67.2.apj101350v280142,The discovery of an apparent theft of documents from the Connecticut State Library in 2000 provided a challenge of detection for archivists. This article discusses the steps taken to identify the possibly stolen documents and to prove that they were once part of the collections of the Connecticut State Library. Cooperation with the Connecticut State Police and negotiations with another repository ultimately returned the missing documents to the state library. The experiences provide numerous lessons for other archivists on the questions of identifying and protecting documents at risk.
American Archivist,"In secret kept, in silence sealed: Privacy in the papers of authors and celebrities",Hodson S.,2004,67,2,10.17723/aarc.67.2.b53338437x161076,"When administering collections of modern personal papers, archivists must deal with the competing ethics of promoting free and open access to the material while ensuring that the privacy of those represented in the collections is not violated. Lacking specific procedural guidelines, archivists and their repositories must devise their own policies. This paper discusses the issues involved in overseeing modern collections in which there are privacy and confidentiality issues, and it focuses on the special challenges presented by the papers of authors and other celebrities. These challenges are the result of the high level of public interest in celebrities' papers, the personal matters discussed in correspondence in these collections, the potential for issues of privacy to be intertwined with copyright, and the fact that repositories increasingly collect the archives of living authors and celebrities as the papers are being created."
American Archivist,The Hoover institution and Russian archives,Danielson E.,2004,67,2,,
American Archivist,Judging a book by its cover,Eppard P.,2004,67,2,,
American Archivist,"Title company v. county recorder: A case study in open records litigation, 1874-1918",Cox D.,2004,67,1,10.17723/aarc.67.1.27jqw876qmlj4152,"The common-law tradition inherited by the United States restricted access to public records to those with a direct and tangible interest in the information, such as parties to a lawsuit. During the late nineteenth and early twentieth centuries, however, state appellate courts ruled in a series of cases that revolutionized legal thought on this subject. By the end of World War I, these tribunals increasingly assumed that citizenship itself provided sufficient justification for access to public records. Abstractors and insurers of real estate titles, whose interests were commercial, led the assault upon the common-law tradition that had imposed the more restrictive standard. Suits initiated by those concerned with the misuse of public funds and honest elections played a relatively small role in bringing about this change. The story of this landmark litigation between title abstract companies and local government officials again demonstrates that custody of public records carries with it risks and responsibilities all too familiar to modern archivists."
American Archivist,Trusting archivists: The role of archival ethics codes in establishing public faith,Dingwall G.,2004,67,1,10.17723/aarc.67.1.mw0914r2p52xx2t4,"This paper examines the role codes of ethics play in the portrayal of archivists and their work to the public. Codes of ethics are placed within the context of concepts of professionalism and the relationships between and among archivists, records creators, records users, employers, and the public at large. Several codes issued by archival professional organizations are used to illustrate the ways in which the structure of codes influences their effectiveness in communicating the nature of the profession to the public. The paper concludes that ethics codes contribute to an enhanced sense of professionalism for archivists that can strengthen their ability to serve the public by creating more autonomy in decision making. Paying greater attention to the language used in constructing codes of ethics can help accomplish this task."
American Archivist,Negotiating the visual turn: New perspectives on images and archives,Schwartz J.,2004,67,1,10.17723/aarc.67.1.d3625v270m563426,
American Archivist,Enriching our archival literature,Eppard P.,2004,67,1,,
American Archivist,Avoiding the golden fleece: Licensing agreements for archives,Loe N.,2004,67,1,10.17723/aarc.67.1.341n71ru50661152,"The need to negotiate licenses protecting the rights to intellectual property in archives is an emerging and complex area. This article provides archivists with a better understanding of the legal and economic issues arising from commercial requests for archival materials, examining five key areas relating to licensing: the technology, the players, the economics, the rights, and the consequences. The article presents guidelines, strategies, and a sample licensing agreement to help archivists make informed decisions about whether and on what terms to license materials from their collections for commercial use."
American Archivist,Jenkinson's writings on some enduring archival themes,Eastwood T.,2004,67,1,10.17723/aarc.67.1.h6g7ln5122373484,
American Archivist,The use of convent archival records in medical research: The school sisters of Notre Dame archives and the nun study,Patzwald G.,2004,67,1,10.17723/aarc.67.1.d558520196w85573,"The School Sisters of Notre Dame (SSND) archives program is a cooperative system for the arrangement and preservation of the records of the SSND provinces in North America, including records of individual sisters. Archival records include autobiographies, school and college transcripts, employment histories, and family socioeconomic data. The Nun Study, a longitudinal study of Alzheimer's disease and aging in 678 SSND sisters, compares data extracted from these records with data on late-life cognitive and physical function and post-mortem brain neuropathology to explore early life factors that may affect late-life cognitive function and longevity."
American Archivist,The forbidden files: Creation and use of surveillance files against the independence movement in puerto rico,Blanco-Rivera J.,2005,68,2,10.17723/aarc.68.2.n2ql6618n0267501,"The discovery in 1987 that the Puerto Rican police had maintained thousands of secret files on alleged subversives opened up a dark part of the history of the island. After a brief review of the political status of Puerto Rico under rule by the United States, this article discusses the secret surveillance files, their creation and maintenance, and what happened to the files after they were discovered. It also considers some of the archival issues involved in the proper management of these very sensitive and political records."
American Archivist,"Picking our text: Archival description, authenticity, and the archivist as editor",MacNeil H.,2005,68,2,10.17723/aarc.68.2.01u65t6435700337,"A number of recent archival initiatives have asserted a relationship between archival description and authenticity. This article establishes a preliminary foundation for understanding the nature of that relationship by reviewing the literature relating to archival description and authenticity, comparing the authenticating function of archival description with that of textual criticism, and identifying three lines of research inquiry that present themselves in light of that comparison."
American Archivist,Ernst posner's archives and the public interest,Menne-Haritz A.,2005,68,2,10.17723/aarc.68.2.9lg3054k0057k462,
American Archivist,Secrecy in government,Berry T.,2005,68,2,,
American Archivist,Letters on the American archivist cover controversy,Jimerson R.,2005,68,2,,
American Archivist,Making an impact on the archival profession,Eppard P.,2005,68,2,,
